shipment_id,tracking_number,ship_date,estimated_arrival,sender_company,sender_city,sender_country,exporter_id,destination_country,item_type,item_description,hs_code,hs_description,declared_value_usd,declared_value_local,local_currency,actual_value_usd,weight_kg,shipping_company,shipping_method,incoterm,documentation_status,missing_documents,duty_rate,duty_amount_usd,vat_rate,vat_amount_usd,processing_fee_usd,total_landed_cost_usd,compliance_issues,restricted_item,clearance_status
SHIP-56188883,UPS2938392323,2025-02-23,2025-03-01,Global Exports Ltd,Paris,IN,IN-2ECCF2440E,IN,Electronics,Dell Smartphone,8517.13,Smartphones,982.77,81897.5,INR,982.77,1.71,UPS,Air Freight,DAP,Complete,None,0,0.0,18,176.9,0.0,1159.67,Missing certificate of origin,Yes,Pending
SHIP-38ADB78A,JAP5193860746,2025-03-08,2025-03-20,International Trading Co.,Seoul,IN,IN-128EEDC403,US,Sporting Goods,Sports Soccer Ball,9506.91,Gymnasium or athletics articles and equipment,16.58,16.58,USD,16.58,12.47,Japan Post,Standard Courier,CIP,Complete,None,0,0.0,0,0.0,0.0,16.58,No compliance issues detected,No,Cleared
SHIP-7D4B84F1,DEU8706919478,2025-02-20,2025-03-04,German Precision GmbH,Hamburg,DE,DE75768557,FR,Books,Printed Textbook,4901.99,"Printed books, brochures and similar",63.37,58.68,EUR,63.37,3.38,Deutsche Post,Air Freight,DAP,Complete,None,0,0.0,20,12.67,0.0,76.04,Missing certificate of origin,No,Pending
SHIP-1E5FD710,JAP9111323589,2025-02-08,2025-02-11,Cross-Border Shipping,Taipei,IT,IT-A7C444DA31,DE,Pharmaceuticals,Medical Capsules,3004.90,"Medicaments, packaged for retail sale",684.04,633.37,EUR,684.04,2.76,Japan Post,Ocean Freight,FCA,Complete,None,3.94,26.97,19,129.97,10.0,850.98,Missing EORI number,Yes,Pending
SHIP-EF4CB3D5,FED4085217954,2025-02-12,2025-02-23,WorldWide Logistics,Milan,TW,TW-336304A209,BR,Apparel,H&M Jeans,6104.43,Women's dresses of synthetic fibers,70.38,351.9,BRL,70.38,1.55,FedEx,Air Freight,CIF,Complete,None,13.69,9.63,17,11.96,10.0,101.98,No compliance issues detected,No,Cleared
SHIP-F41EF8EB,AUS9982097961,2025-02-26,2025-03-08,Berlin Exports,Berlin,DE,DE72999854,JP,Furniture,Wooden Bed,8517.13,Smartphones,136.23,20332.84,JPY,136.23,23.92,Australia Post,Ocean Freight,FOB,Complete,None,0,0.0,10,13.62,0.0,149.85,No compliance issues detected,No,Cleared
SHIP-C538C13F,DHL3021090865,2025-03-02,2025-03-09,Cross-Border Shipping,Seoul,KR,KR-3652298332,BR,Cosmetics,Beauty Lipstick,3304.99,Beauty or make-up preparations,578.46,2892.3,BRL,578.46,0.91,DHL,Air Freight,EXW,Complete,None,4.48,25.93,17,98.34,10.0,712.73,No compliance issues detected,No,Cleared
SHIP-8A521182,FED1000263794,2025-02-28,2025-03-04,Texas Shipping LLC,Miami,US,76-3270349,CN,Pharmaceuticals,Medical Cream,3004.90,"Medicaments, packaged for retail sale",449.78,3212.71,CNY,449.78,0.98,FedEx,Express Courier,EXW,Complete,None,0.41,1.82,13,58.47,10.0,520.08,No compliance issues detected,No,Held
SHIP-D7DAB11A,FED4156475518,2025-02-22,2025-02-28,Global Exports Ltd,Seoul,IT,IT-A0C8E9549F,DE,Machinery,Compressor,8483.40,Gears and gearing for machinery,720.77,667.38,EUR,720.77,22.18,FedEx,Express Courier,FCA,Complete,None,6.88,49.59,19,136.95,10.0,917.31,No compliance issues detected,No,Cleared
SHIP-1288B829,CAN6184145824,2025-02-09,2025-02-12,Shenzhen Tech Supply,Beijing,CN,82039093X,US,Medical Devices,Thermometer,9018.90,Medical instruments and appliances,318.95,318.95,USD,318.95,4.05,Canada Post,Express Courier,DAP,Complete,None,0,0.0,0,0.0,0.0,318.95,Missing EORI number,No,Pending
SHIP-CFEE5177,USP6673712354,2025-03-02,2025-03-15,Berlin Exports,Cologne,DE,DE74567120,DE,Furniture,Wooden Lamp,9503.00,Toys; puzzles of all kinds,138.46,128.2,EUR,223.3,26.41,USPS,Air Freight,EXW,Complete,None,0,0.0,19,26.31,0.0,164.77,Undervalued declaration,No,Pending
SHIP-F81B2FCE,CHI7033518939,2025-02-22,2025-03-06,Japan Global Supply,Kyoto,JP,JP-829A4DAE03,CA,Food Products,Packaged Tea,2106.90,Food preparations not elsewhere specified,40.29,54.45,CAD,78.14,4.97,ChinaPost,Postal Service,CPT,Incomplete,"Import License, Export Declaration",3.83,1.54,5,2.01,10.0,53.85,"Undervalued declaration; Missing document: Import License, Export Declaration; Restricted item: Food Products requires special permits",Yes,Pending
SHIP-40643298,FED2300303964,2025-02-26,2025-03-08,Shenzhen Tech Supply,Hangzhou,CN,54603836X,US,Electronics,Lenovo Camera,8517.13,Smartphones,726.13,726.13,USD,726.13,0.5,FedEx,Postal Service,CIF,Complete,None,0,0.0,0,0.0,0.0,726.13,No compliance issues detected,No,Cleared
SHIP-773A9D7A,FED2525661943,2025-02-13,2025-02-19,International Trading Co.,Milan,IT,IT-63E5669B66,JP,Furniture,Wooden Desk,6104.43,Women's dresses of synthetic fibers,361.82,54002.99,JPY,361.82,5.88,FedEx,Air Freight,DDP,Complete,None,0,0.0,10,36.18,0.0,398.0,Missing certificate of origin,No,Pending
SHIP-46B37C20,CHI7961942212,2025-02-20,2025-02-24,Guangzhou Trade Co.,Guangzhou,CN,65629363X,FR,Cosmetics,Beauty Moisturizer,3304.99,Beauty or make-up preparations,257.42,238.35,EUR,447.41,1.94,ChinaPost,Standard Courier,CIP,Complete,None,10.29,26.5,20,51.48,10.0,345.4,Undervalued declaration; Restricted item: Cosmetics requires special permits,Yes,Pending
SHIP-D69ACB87,AUS1919990343,2025-02-19,2025-03-03,Global Exports Ltd,Taipei,TW,TW-FE4E7D618C,JP,Apparel,Zara Socks,6104.43,Women's dresses of synthetic fibers,493.98,73728.36,JPY,493.98,0.6,Australia Post,Air Freight,CIP,Complete,None,0,0.0,10,49.4,0.0,543.38,No compliance issues detected,No,Held
SHIP-CA0639EB,ROY3717589528,2025-03-06,2025-03-09,International Trading Co.,London,TW,TW-435B484517,AU,Automotive Parts,Vehicle Suspension,8708.29,Parts and accessories of motor vehicles,280.13,424.44,AUD,372.37,6.75,Royal Mail,Standard Courier,DAP,Complete,None,0,0.0,10,28.01,0.0,308.14,Undervalued declaration,No,Pending
SHIP-E969387A,AUS4583333429,2025-02-24,2025-03-08,WorldWide Logistics,Mexico City,KR,KR-CBD74DA28E,FR,Chemicals,Lubricant,6104.43,Women's dresses of synthetic fibers,198.49,183.79,EUR,352.71,9.18,Australia Post,Express Courier,CIF,Incomplete,"Commercial Invoice, Export Declaration",3.38,6.71,20,39.7,10.0,254.89,"Undervalued declaration; Missing document: Commercial Invoice, Export Declaration; Missing commercial invoice",No,Pending
SHIP-F0871AD0,DHL9814499297,2025-03-09,2025-03-13,WorldWide Logistics,Seoul,TW,TW-948BA07048,US,Automotive Parts,Vehicle Engine,8708.29,Parts and accessories of motor vehicles,398.54,398.54,USD,729.84,1.35,DHL,Ocean Freight,FOB,Complete,None,0,0.0,0,0.0,0.0,398.54,Undervalued declaration,No,Pending
SHIP-AD2F158C,DEU1617336759,2025-02-10,2025-02-25,Texas Shipping LLC,Houston,US,96-2704979,AU,Books,Printed Comic,4901.99,"Printed books, brochures and similar",221.09,334.98,AUD,221.09,4.76,Deutsche Post,Standard Courier,FCA,Incomplete,"Safety Certification, Packing List",0,0.0,10,22.11,0.0,243.2,"Missing document: Safety Certification, Packing List",No,Pending
SHIP-7D1C5EE1,AUS7337911973,2025-02-26,2025-03-03,Shanghai Export Ltd,Shanghai,CN,10925032X,JP,Cosmetics,Beauty Shampoo,3304.99,Beauty or make-up preparations,422.47,63055.22,JPY,422.47,1.15,Australia Post,Air Freight,CIF,Complete,None,0,0.0,10,42.25,0.0,464.72,Restricted item: Cosmetics requires special permits; Prohibited item,Yes,Pending
SHIP-FA255BEB,CAN5043541134,2025-03-02,2025-03-09,Global Exports Ltd,Paris,MX,MX-76E6EA8600,FR,Electronics,Sony Tablet,8517.13,Smartphones,27.12,25.11,EUR,27.12,0.2,Canada Post,Express Courier,DDP,Complete,None,0,0.0,20,5.42,0.0,32.54,No compliance issues detected,No,Cleared
SHIP-DC7D4B33,AUS1978350506,2025-02-28,2025-03-11,US Global Exports,Houston,US,24-3182500,IN,Medical Devices,Pulse Oximeter,9018.90,Medical instruments and appliances,197.91,16492.5,INR,197.91,8.71,Australia Post,Express Courier,EXW,Complete,None,0,0.0,18,35.62,0.0,233.53,No compliance issues detected,No,Held
SHIP-A8F34872,DHL2844756687,2025-02-21,2025-03-02,Hamburg Logistics,Munich,DE,DE64119535,IN,Cosmetics,Beauty Mascara,3304.99,Beauty or make-up preparations,576.22,48018.33,INR,902.87,0.36,DHL,Air Freight,CPT,Complete,None,0,0.0,18,103.72,0.0,679.94,Undervalued declaration,No,Pending
SHIP-656E9811,UPS4520494190,2025-02-16,2025-02-26,Cross-Border Shipping,Mexico City,MX,MX-547A7EEF5B,DE,Food Products,Packaged Spices,2106.90,Food preparations not elsewhere specified,527.22,488.17,EUR,527.22,4.99,UPS,Ocean Freight,CPT,Complete,None,10.32,54.4,19,100.17,10.0,691.79,No compliance issues detected,No,Held
SHIP-7D3C21D8,AUS7110073414,2025-02-28,2025-03-13,Guangzhou Trade Co.,Shanghai,CN,13876932X,CN,Chemicals,Industrial Solvent,2106.90,Food preparations not elsewhere specified,377.13,2693.79,CNY,377.13,7.14,Australia Post,Ocean Freight,FCA,Complete,None,4.99,18.81,13,49.03,10.0,454.97,No compliance issues detected,No,Cleared
SHIP-FF59DF96,UPS7365267626,2025-02-27,2025-03-14,WorldWide Logistics,Seoul,IT,IT-5D70FFF696,CN,Automotive Parts,Vehicle Transmission,8708.29,Parts and accessories of motor vehicles,690.64,4933.14,CNY,690.64,6.38,UPS,Air Freight,FCA,Complete,None,6.21,42.89,13,89.78,10.0,833.31,No compliance issues detected,No,Cleared
SHIP-23306B6D,CAN8726587441,2025-02-28,2025-03-12,California Trading Co.,Chicago,US,15-9351480,DE,Cosmetics,Beauty Moisturizer,3304.99,Beauty or make-up preparations,540.04,500.04,EUR,933.53,0.75,Canada Post,Postal Service,FOB,Complete,None,5.05,27.29,19,102.61,10.0,679.93,Undervalued declaration,No,Pending
SHIP-3EA44AE9,CAN6454522646,2025-02-12,2025-02-16,Global Exports Ltd,Paris,GB,GB562080851000,US,Furniture,Wooden Table,9506.91,Gymnasium or athletics articles and equipment,508.39,508.39,USD,508.39,20.72,Canada Post,Standard Courier,CIF,Complete,None,0,0.0,0,0.0,0.0,508.39,No compliance issues detected,No,Cleared
SHIP-CCCCDEC8,DHL5465008322,2025-03-08,2025-03-16,International Trading Co.,Taipei,MX,MX-4DCD61F639,AU,Automotive Parts,Vehicle Transmission,8708.29,Parts and accessories of motor vehicles,58.79,89.08,AUD,91.18,5.37,DHL,Air Freight,FCA,Complete,None,0,0.0,10,5.88,0.0,64.67,Undervalued declaration,No,Pending
SHIP-F888C873,AUS4491972813,2025-02-28,2025-03-09,Cross-Border Shipping,Milan,IN,IN-86886B32D9,US,Toys,Children's Action Figure,9503.00,Toys; puzzles of all kinds,68.05,68.05,USD,68.05,2.94,Australia Post,Standard Courier,FOB,Complete,None,0,0.0,0,0.0,0.0,68.05,No compliance issues detected,No,Cleared
SHIP-B146F045,DHL7372001960,2025-02-21,2025-03-03,International Trading Co.,Milan,KR,KR-FA9B69A089,JP,Sporting Goods,Sports Dumbbells,9506.91,Gymnasium or athletics articles and equipment,825.75,123246.27,JPY,825.75,11.46,DHL,Postal Service,FCA,Complete,None,0,0.0,10,82.58,0.0,908.33,No compliance issues detected,No,Under Review
SHIP-DDA13564,DEU6342588709,2025-03-08,2025-03-17,Shanghai Export Ltd,Beijing,CN,54147644X,US,Food Products,Packaged Spices,2106.90,Food preparations not elsewhere specified,972.9,972.9,USD,972.9,3.87,Deutsche Post,Express Courier,CIP,Complete,None,6.46,62.87,0,0.0,10.0,1045.77,No compliance issues detected,No,Under Review
SHIP-9ED2B1CA,ROY4683834327,2025-02-10,2025-02-18,Guangzhou Trade Co.,Shenzhen,CN,42082949X,CN,Furniture,Wooden Sofa,8708.29,Parts and accessories of motor vehicles,622.36,4445.43,CNY,622.36,9.09,Royal Mail,Standard Courier,CPT,Complete,None,6.92,43.04,13,80.91,10.0,756.31,No compliance issues detected,No,Under Review
SHIP-5844349D,JAP5926503821,2025-02-13,2025-02-28,Global Exports Ltd,Milan,MX,MX-8484250B5B,BR,Sporting Goods,Sports Tennis Racket,9506.91,Gymnasium or athletics articles and equipment,627.22,3136.1,BRL,627.22,8.58,Japan Post,Postal Service,CIF,Complete,None,6.91,43.31,17,106.63,10.0,787.16,No compliance issues detected,No,Cleared
SHIP-5C675E94,ROY3449583071,2025-02-21,2025-03-05,International Trading Co.,Mexico City,IN,IN-407EB7B5D1,CA,Jewelry,Fashion Ring,7113.19,"Jewelry and parts, of precious metal other than silver",134.89,182.28,CAD,134.89,0.42,Royal Mail,Postal Service,FCA,Complete,None,10.66,14.37,5,6.74,10.0,166.01,No compliance issues detected,No,Cleared
SHIP-0C82A946,CAN3037153180,2025-03-05,2025-03-10,Tokyo Trading Corp,Tokyo,JP,JP-B0EFEA60D5,DE,Machinery,Generator,8483.40,Gears and gearing for machinery,553.59,512.58,EUR,553.59,23.79,Canada Post,Air Freight,CIF,Complete,None,4.22,23.34,19,105.18,10.0,692.11,No compliance issues detected,No,Cleared
SHIP-979B72EF,UPS7034700180,2025-02-23,2025-03-08,WorldWide Logistics,Mexico City,TW,TW-4601C8E0CE,JP,Furniture,Wooden Table,7113.19,"Jewelry and parts, of precious metal other than silver",477.39,71252.24,JPY,648.81,10.37,UPS,Ocean Freight,DDP,Complete,None,0,0.0,10,47.74,0.0,525.13,Undervalued declaration,No,Pending
SHIP-DFBC5C0B,DHL1406436638,2025-02-15,2025-02-28,International Trading Co.,Seoul,KR,KR-32DC35E8CD,CA,Books,Printed Manual,4901.99,"Printed books, brochures and similar",113.56,153.46,CAD,162.3,3.71,DHL,Express Courier,EXW,Incomplete,"Packing List, Export Declaration",9.94,11.29,5,5.68,10.0,140.53,"Undervalued declaration; Missing document: Packing List, Export Declaration",No,Pending
SHIP-B9035575,ROY6132093315,2025-02-19,2025-02-22,Global Exports Ltd,Milan,MX,MX-A2F97128B3,AU,Textiles,Cotton Fabric,8471.30,Portable computers weighing < 10kg,56.51,85.62,AUD,56.51,1.5,Royal Mail,Air Freight,DDP,Complete,None,0,0.0,10,5.65,0.0,62.16,Undervalued declaration,No,Pending
SHIP-DE78D2E6,JAP4884716097,2025-02-28,2025-03-09,Kyoto Shipping Co.,Nagoya,JP,JP-6F79FB94F6,DE,Pharmaceuticals,Medical Capsules,3004.90,"Medicaments, packaged for retail sale",728.37,674.42,EUR,728.37,0.14,Japan Post,Ocean Freight,DAP,Complete,None,1.83,13.3,19,138.39,10.0,890.06,No compliance issues detected,Yes,Pending
SHIP-89574FBC,UPS6191557591,2025-02-16,2025-02-25,Cross-Border Shipping,Milan,IT,IT-00B28ADADC,IN,Apparel,Ralph Lauren Dress,6104.43,Women's dresses of synthetic fibers,491.05,40920.83,INR,724.58,0.4,UPS,Air Freight,CPT,Complete,None,0,0.0,18,88.39,0.0,579.44,Undervalued declaration; Missing commercial invoice,No,Pending
SHIP-2718B316,DHL2414185471,2025-03-06,2025-03-19,Cross-Border Shipping,Taipei,KR,KR-A2BB18A8C0,JP,Pharmaceuticals,Medical Injection,3004.90,"Medicaments, packaged for retail sale",588.61,87852.24,JPY,588.61,2.73,DHL,Standard Courier,CPT,Complete,None,0,0.0,10,58.86,0.0,647.47,No compliance issues detected,Yes,Pending
SHIP-311AB555,AUS1169238006,2025-02-26,2025-03-13,International Trading Co.,Taipei,IN,IN-0DEF45F12C,CN,Books,Printed Comic,4901.99,"Printed books, brochures and similar",975.69,6969.21,CNY,975.69,6.94,Australia Post,Standard Courier,CIP,Complete,None,6.87,67.0,13,126.84,10.0,1179.53,No compliance issues detected,Yes,Pending
SHIP-542904C4,UPS1342436748,2025-02-22,2025-03-09,International Trading Co.,Seoul,MX,MX-1F273A8C11,JP,Electronics,HP Speaker,8471.30,Portable computers weighing < 10kg,451.65,67410.45,JPY,451.65,3.05,UPS,Postal Service,DAP,Complete,None,0,0.0,10,45.16,0.0,496.81,Incomplete description,No,Pending
SHIP-B66FC52E,UPS3883520014,2025-03-06,2025-03-15,Global Exports Ltd,Paris,IT,IT-AA0806E400,DE,Books,Printed Dictionary,4901.99,"Printed books, brochures and similar",576.57,533.86,EUR,576.57,5.97,UPS,Air Freight,EXW,Complete,None,7.15,41.22,19,109.55,10.0,737.34,No compliance issues detected,No,Under Review
SHIP-84C7A05B,DEU7393115544,2025-02-07,2025-02-15,WorldWide Logistics,Milan,IN,IN-5726818226,GB,Textiles,Denim,9018.90,Medical instruments and appliances,595.81,472.87,GBP,595.81,13.45,Deutsche Post,Express Courier,CPT,Complete,None,11.14,66.35,20,119.16,10.0,791.32,No compliance issues detected,No,Held
SHIP-733D5C97,JAP8771694535,2025-02-20,2025-02-25,Cross-Border Shipping,Taipei,IT,IT-5D3CA8690B,CN,Machinery,Compressor,8483.40,Gears and gearing for machinery,960.87,6863.36,CNY,960.87,13.89,Japan Post,Standard Courier,CIP,Incomplete,"Import License, Certificate of Origin",7.96,76.46,13,124.91,10.0,1172.25,"Missing document: Import License, Certificate of Origin",No,Pending
SHIP-FE4CD69D,FED9929267929,2025-02-09,2025-02-24,International Trading Co.,Milan,IN,IN-9596DAD8D4,DE,Chemicals,Industrial Solvent,8483.40,Gears and gearing for machinery,666.0,616.67,EUR,666.0,9.51,FedEx,Ocean Freight,FOB,Complete,None,2.96,19.69,19,126.54,10.0,822.23,No compliance issues detected,Yes,Pending
SHIP-8F0863B9,USP3741909185,2025-02-16,2025-02-22,Osaka Exports Ltd,Osaka,JP,JP-5DC7F421A3,JP,Books,Printed Novel,4901.99,"Printed books, brochures and similar",371.61,55464.18,JPY,371.61,7.29,USPS,Postal Service,CIP,Complete,None,0,0.0,10,37.16,0.0,408.77,No compliance issues detected,No,Cleared
SHIP-4B6BC4E6,USP1648218238,2025-03-07,2025-03-11,Global Exports Ltd,Taipei,TW,TW-407B8182C1,GB,Automotive Parts,Vehicle Transmission,8708.29,Parts and accessories of motor vehicles,276.23,219.23,GBP,276.23,2.76,USPS,Ocean Freight,DAP,Complete,None,8.93,24.67,20,55.25,10.0,366.15,No compliance issues detected,No,Cleared
SHIP-05473BDD,CAN5050097684,2025-03-04,2025-03-11,Osaka Exports Ltd,Osaka,JP,JP-FCDD7CC281,AU,Books,Printed Textbook,4901.99,"Printed books, brochures and similar",567.03,859.14,AUD,567.03,3.92,Canada Post,Air Freight,CIP,Complete,None,0,0.0,10,56.7,0.0,623.73,No compliance issues detected,No,Cleared
SHIP-81BBF365,AUS4562214110,2025-02-12,2025-02-23,German Precision GmbH,Hamburg,DE,DE85207629,CN,Automotive Parts,Vehicle Engine,8708.29,Parts and accessories of motor vehicles,48.64,347.43,CNY,66.17,3.41,Australia Post,Standard Courier,CIF,Complete,None,0,0.0,13,6.32,0.0,54.96,Undervalued declaration,No,Pending
SHIP-AB6CFD97,ROY9468794903,2025-02-27,2025-03-06,Berlin Exports,Munich,DE,DE97023927,IN,Apparel,Levi's Sweater,6104.43,Women's dresses of synthetic fibers,23.08,1923.33,INR,23.08,1.31,Royal Mail,Express Courier,DDP,Complete,None,0,0.0,18,4.15,0.0,27.23,Missing EORI number,No,Pending
SHIP-052B897A,UPS6060188020,2025-03-05,2025-03-18,Berlin Exports,Hamburg,DE,DE78282927,US,Sporting Goods,Sports Basketball,9506.91,Gymnasium or athletics articles and equipment,301.55,301.55,USD,301.55,11.86,UPS,Standard Courier,FOB,Incomplete,"Packing List, Commercial Invoice",0,0.0,0,0.0,0.0,301.55,"Missing document: Packing List, Commercial Invoice",No,Pending
SHIP-CB0E08E4,CAN9863523731,2025-02-27,2025-03-04,US Global Exports,Los Angeles,US,79-3821086,IN,Jewelry,Fashion Bracelet,7113.19,"Jewelry and parts, of precious metal other than silver",417.53,34794.17,INR,417.53,0.47,Canada Post,Ocean Freight,DAP,Incomplete,Safety Certification,0,0.0,18,75.16,0.0,492.69,Missing document: Safety Certification,No,Pending
SHIP-DDCFB021,DEU2835440369,2025-02-24,2025-03-11,Hamburg Logistics,Berlin,DE,DE71990946,DE,Pharmaceuticals,Medical Tablets,3004.90,"Medicaments, packaged for retail sale",268.81,248.9,EUR,268.81,0.14,Deutsche Post,Express Courier,CIF,Incomplete,"Safety Certification, Packing List",4.85,13.03,19,51.07,10.0,342.91,"Missing document: Safety Certification, Packing List",Yes,Pending
SHIP-DC23E1B2,FED1406582927,2025-03-09,2025-03-17,Osaka Exports Ltd,Yokohama,JP,JP-C2838861D4,BR,Jewelry,Fashion Earrings,7113.19,"Jewelry and parts, of precious metal other than silver",235.01,1175.05,BRL,340.53,0.13,FedEx,Air Freight,FCA,Complete,None,8.14,19.13,17,39.95,10.0,304.09,Undervalued declaration,No,Pending
SHIP-968A132C,DHL7384535385,2025-03-08,2025-03-12,WorldWide Logistics,Taipei,IT,IT-27A776B4B8,BR,Cosmetics,Beauty Foundation,3304.99,Beauty or make-up preparations,599.23,2996.15,BRL,599.23,1.95,DHL,Postal Service,FOB,Complete,None,7.38,44.22,17,101.87,10.0,755.32,No compliance issues detected,No,Cleared
SHIP-15F71FBE,USP7135269363,2025-02-27,2025-03-12,Japan Global Supply,Kyoto,JP,JP-C8D73FAAA5,CA,Medical Devices,Blood Pressure Monitor,9018.90,Medical instruments and appliances,339.11,458.26,CAD,339.11,9.21,USPS,Air Freight,CIF,Complete,None,4.41,14.94,5,16.96,10.0,381.0,No compliance issues detected,No,Cleared
SHIP-7DCE0F9A,CAN8475955516,2025-03-08,2025-03-19,US Global Exports,New York,US,87-9340578,CN,Machinery,Pump,8483.40,Gears and gearing for machinery,397.93,2842.36,CNY,397.93,14.95,Canada Post,Ocean Freight,FOB,Complete,None,6.77,26.95,13,51.73,10.0,486.61,No compliance issues detected,No,Cleared
SHIP-36659874,UPS1362593773,2025-03-06,2025-03-19,International Trading Co.,Mexico City,GB,GB549544597000,IN,Apparel,Uniqlo Jeans,6104.43,Women's dresses of synthetic fibers,510.78,42565.0,INR,510.78,1.22,UPS,Postal Service,CIP,Complete,None,0,0.0,18,91.94,0.0,602.72,No compliance issues detected,No,Cleared
SHIP-DCCC01DE,ROY3409237768,2025-02-16,2025-02-23,Kyoto Shipping Co.,Tokyo,JP,JP-210C27B0F3,BR,Pharmaceuticals,Medical Cream,3004.90,"Medicaments, packaged for retail sale",455.46,2277.3,BRL,772.23,1.89,Royal Mail,Air Freight,CPT,Complete,None,0.34,1.56,17,77.43,10.0,544.45,Undervalued declaration,No,Pending
SHIP-0808204B,UPS2264702076,2025-02-22,2025-03-05,WorldWide Logistics,Taipei,TW,TW-0170690773,AU,Furniture,Wooden Table,2106.90,Food preparations not elsewhere specified,391.42,593.06,AUD,391.42,13.13,UPS,Express Courier,DDP,Incomplete,Packing List,0,0.0,10,39.14,0.0,430.56,Missing document: Packing List; Incomplete description,No,Pending
SHIP-C0470E45,DHL5197085617,2025-03-02,2025-03-06,German Precision GmbH,Cologne,DE,DE78903642,CN,Automotive Parts,Vehicle Brake Pads,8708.29,Parts and accessories of motor vehicles,301.0,2150.0,CNY,301.0,11.21,DHL,Postal Service,FCA,Complete,None,6.84,20.58,13,39.13,10.0,370.71,No compliance issues detected,No,Cleared
